Record,Record Type,Date,Modifier,Change Type,Changed Field,Old Value,New Value
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Available Without Login,&nbsp;,F
Load Search 2.0,Script Deployment,6/1/2017 8:39 pm,Beverly Ucab,Set,Deployed,&nbsp;,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3763" target="_self" class="dottedlink">LOCATION RESTRICTIONS</a>,Field,5/23/2017 3:22 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3763" target="_self" class="dottedlink">LOCATION RESTRICTIONS</a>,Field,5/23/2017 3:22 am,Carlos Banawan,Set,Help,&nbsp;,This is the location restrictions of the Roles customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3763" target="_self" class="dottedlink">LOCATION RESTRICTIONS</a>,Field,5/23/2017 3:22 am,Carlos Banawan,Set,Description,&nbsp;,This is the location restrictions of the Roles customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3753" target="_self" class="dottedlink">Log Level</a>,Field,5/23/2017 3:23 am,Carlos Banawan,Set,Help,&nbsp;,This the log level of the Deployment customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3753" target="_self" class="dottedlink">Log Level</a>,Field,5/23/2017 3:23 am,Carlos Banawan,Set,Description,&nbsp;,This the log level of the Deployment customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3753" target="_self" class="dottedlink">Log Level</a>,Field,5/23/2017 3:23 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4430" target="_self" class="dottedlink">Log Origin</a>,Field,6/16/2017 5:01 am,John Albura,Create,Record,&nbsp;,CUSTRECORD_FLO_LOG_ORIGIN
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4430" target="_self" class="dottedlink">Log Origin</a>,Field,6/16/2017 5:01 am,John Albura,Change,Display Type,Normal,Hidden
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3798" target="_self" class="dottedlink">Make Join Date</a>,Field,5/23/2017 3:23 am,Carlos Banawan,Set,Help,&nbsp;,This is the make join date for the Raw Data record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3798" target="_self" class="dottedlink">Make Join Date</a>,Field,5/23/2017 3:23 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3798" target="_self" class="dottedlink">Make Join Date</a>,Field,5/23/2017 3:23 am,Carlos Banawan,Set,Description,&nbsp;,This is the make join date for the Raw Data record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3797" target="_self" class="dottedlink">Make Join Proc</a>,Field,5/23/2017 3:24 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3797" target="_self" class="dottedlink">Make Join Proc</a>,Field,5/23/2017 3:24 am,Carlos Banawan,Set,Help,&nbsp;,This is the make join proc for the Raw Data record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3797" target="_self" class="dottedlink">Make Join Proc</a>,Field,5/23/2017 3:24 am,Carlos Banawan,Set,Description,&nbsp;,This is the make join proc for the Raw Data record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4282" target="_self" class="dottedlink">Manage Bundle</a>,Field,6/13/2017 7:04 am,Beverly Ucab,Change,Subtab,Metadata,Bundle
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4282" target="_self" class="dottedlink">Manage Bundle</a>,Field,6/19/2017 1:04 pm,Nicolas Cano,Change,Show In List,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4436" target="_self" class="dottedlink">Managed Bundle Update</a>,Field,6/18/2017 11:32 pm,Beverly Ucab,Create,Record,&nbsp;,CUSTRECORD_FLO_MANAGED_BUNDLE_UPDATE
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4436" target="_self" class="dottedlink">Managed Bundle Update</a>,Field,6/19/2017 6:10 am,Nicolas Cano,Change,Display Type,Hidden,Disabled
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4359" target="_self" class="dottedlink">Map to Flo Custom</a>,Field,5/9/2017 2:26 am,Dev One,Create,Record,&nbsp;,CUSTRECORD_CUSTOM_MAP_TO_FLO_CUSTOM
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4359" target="_self" class="dottedlink">Map to Flo Custom</a>,Field,5/9/2017 6:57 am,Beverly Ucab,Change,Display Type,Normal,Hidden
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4359" target="_self" class="dottedlink">Map to Flo Custom</a>,Field,5/9/2017 7:02 am,Beverly Ucab,Change,Display Type,Hidden,Normal
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4359" target="_self" class="dottedlink">Map to Flo Custom</a>,Field,5/9/2017 7:03 am,Beverly Ucab,Set,Subtab,&nbsp;,Control Detail
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4359" target="_self" class="dottedlink">Map to Flo Custom</a>,Field,5/9/2017 7:05 am,Beverly Ucab,Change,ID,CUSTRECORD_CUSTOM_MAP_TO_FLO_CUSTOM,CUSTRECORD_FLO_MAP_TO_CUST
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4359" target="_self" class="dottedlink">Map to Flo Custom</a>,Field,5/9/2017 7:24 am,Beverly Ucab,Change,Owner,Dev One,Beverly Ucab
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4359" target="_self" class="dottedlink">Map to Flo Custom</a>,Field,5/23/2017 5:20 am,Carlos Banawan,Set,Help,&nbsp;,The map to FLO Customization of the FLO Process Issue
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4359" target="_self" class="dottedlink">Map to Flo Custom</a>,Field,5/23/2017 5:20 am,Carlos Banawan,Set,Description,&nbsp;,The map to FLO Customization of the FLO Process Issue
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4225" target="_self" class="dottedlink">Mapped NS Field</a>,Field,5/23/2017 3:24 am,Carlos Banawan,Set,Help,&nbsp;,This is the mapped NS fields for th Data Sources and Integration customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4225" target="_self" class="dottedlink">Mapped NS Field</a>,Field,5/23/2017 3:24 am,Carlos Banawan,Set,Description,&nbsp;,This is the mapped NS fields for th Data Sources and Integration customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3316" target="_self" class="dottedlink">Matrix Box</a>,Field,5/23/2017 5:25 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3316" target="_self" class="dottedlink">Matrix Box</a>,Field,5/23/2017 5:25 am,Carlos Banawan,Set,Help,&nbsp;,Needs to be set by script / workflow and displayed using inline HTML
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=20" target="_self" class="dottedlink">Medium</a>,Field,6/13/2017 4:52 am,Beverly Ucab,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=20" target="_self" class="dottedlink">Medium</a>,Field,6/13/2017 4:52 am,Beverly Ucab,Set,Global Search,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=20" target="_self" class="dottedlink">Medium</a>,Field,6/13/2017 4:52 am,Beverly Ucab,Set,Description,&nbsp;,Changing This!!!!
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4266" target="_self" class="dottedlink">Milestones</a>,Field,5/23/2017 5:35 am,Carlos Banawan,Set,Help,&nbsp;,The milestone of the Weekly Status record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4266" target="_self" class="dottedlink">Milestones</a>,Field,5/23/2017 5:35 am,Carlos Banawan,Set,Description,&nbsp;,The milestone of the Weekly Status record
mu script,Script,5/25/2017 2:31 pm,Beverly Ucab,Set,ID,&nbsp;,CUSTOMSCRIPT771
mu script,Script,5/25/2017 2:31 pm,Beverly Ucab,Set,Name,&nbsp;,mu script
mu script,Script,5/25/2017 2:31 pm,Beverly Ucab,Set,Owner,&nbsp;,Beverly Ucab
mu script,Script,5/25/2017 2:31 pm,Beverly Ucab,Set,Inactive,&nbsp;,F
mu script,Script,5/25/2017 2:31 pm,Beverly Ucab,Set,Notify Owner,&nbsp;,T
mu script,Script,5/25/2017 2:31 pm,Beverly Ucab,Set,Notify All Admins,&nbsp;,F
mu script,Script,5/25/2017 2:31 pm,Beverly Ucab,Set,Script File,&nbsp;,testRequestURL.js
mu script,Script,5/25/2017 2:31 pm,Beverly Ucab,Set,Notify User,&nbsp;,F
mu script,Script,5/25/2017 2:31 pm,Beverly Ucab,Set,Default Function,&nbsp;,requestURL
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Owner,&nbsp;,John Albura
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Name,&nbsp;,My Test Plugin
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,ID,&nbsp;,CUSTOMSCRIPT_TST_MY_NEW_PLUGIN
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Inactive,&nbsp;,F
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Notify Owner,&nbsp;,T
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Notify All Admins,&nbsp;,F
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Script File,&nbsp;,Activity.js
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Notify User,&nbsp;,F
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Plugin Class,&nbsp;,Class
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Deployment Model,&nbsp;,PLUGIN_TYPE_DEPLOYMENT_ALLOW_MULTIPLE
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Status,&nbsp;,Testing
My Test Plugin,Script,4/25/2017 1:29 am,John Albura,Set,Log Level,&nbsp;,Debug
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4239" target="_self" class="dottedlink">New Customization to Add</a>,Field,5/23/2017 3:05 am,Carlos Banawan,Set,Help,&nbsp;,This is the new customization to add to the Change request's Deployment customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4239" target="_self" class="dottedlink">New Customization to Add</a>,Field,5/23/2017 3:05 am,Carlos Banawan,Set,Description,&nbsp;,This is the new customization to add to the Change request's Deployment customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4467" target="_self" class="dottedlink">New Field for SN WF</a>,Field,6/19/2017 12:57 pm,Beverly Ucab,Create,Record,&nbsp;,CUSTENTITY39
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-123&amp;id=385" target="_self" class="dottedlink">New List Test..</a>,Record Type,6/17/2017 10:26 am,Beverly Ucab,Change,Description,test...,test...ing
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-123&amp;id=385" target="_self" class="dottedlink">New List Test..</a>,Record Type,6/29/2017 7:47 pm,Beverly Ucab,Change,Description,test...ing,testing
New role testing 2.0 spider,Role,4/25/2017 6:28 pm,Agustin Aste,Create,Record,&nbsp;,1065
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4298" target="_self" class="dottedlink">No Order Required</a>,Field,5/23/2017 1:31 am,Carlos Banawan,Set,Description,&nbsp;,This is checked where there is a control owner in Control Policies
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4298" target="_self" class="dottedlink">No Order Required</a>,Field,5/23/2017 1:31 am,Carlos Banawan,Set,Help,&nbsp;,This is checked where there is a control owner in Control Policies
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4298" target="_self" class="dottedlink">No Order Required</a>,Field,5/23/2017 1:32 am,Carlos Banawan,Change,Help,This is checked where there is a control owner in Control Policies,This is checked when no order is required in Management Policies
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4298" target="_self" class="dottedlink">No Order Required</a>,Field,5/23/2017 1:32 am,Carlos Banawan,Change,Description,This is checked where there is a control owner in Control Policies,This is checked when no order is required in Management Policies
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3845" target="_self" class="dottedlink">Noncompliance</a>,Field,5/15/2017 10:59 am,Leo Lacava,Change,Default Checked,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3845" target="_self" class="dottedlink">Noncompliance</a>,Field,5/15/2017 10:59 am,Leo Lacava,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3845" target="_self" class="dottedlink">Noncompliance</a>,Field,5/15/2017 11:26 am,Leo Lacava,Change,Default Checked,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3845" target="_self" class="dottedlink">Noncompliance</a>,Field,5/23/2017 2:37 am,Dev, Two,Set,Help,&nbsp;,This is checked when Change log is a non-compliance
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3845" target="_self" class="dottedlink">Noncompliance</a>,Field,5/23/2017 2:37 am,Dev, Two,Set,Description,&nbsp;,This is checked when Change log is a non-compliance
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3845" target="_self" class="dottedlink">Noncompliance</a>,Field,6/28/2017 5:04 am,Nicolas Cano,Change,Default Checked,T,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4323" target="_self" class="dottedlink">NonMaterial Changes By Code</a>,Field,5/23/2017 2:38 am,Dev, Two,Set,Description,&nbsp;,This is checked when there is a non-material changes by code
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4323" target="_self" class="dottedlink">NonMaterial Changes By Code</a>,Field,5/23/2017 2:38 am,Dev, Two,Set,Help,&nbsp;,This is checked when there is a non-material changes by code
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4111" target="_self" class="dottedlink">Nonmaterial Clearance Reason</a>,Field,6/16/2017 6:56 pm,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4111" target="_self" class="dottedlink">Nonmaterial Clearance Reason</a>,Field,6/16/2017 6:56 pm,Carlos Banawan,Unset,Subtab,Values,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4042" target="_self" class="dottedlink">NonProc</a>,Field,5/23/2017 2:39 am,Dev, Two,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4042" target="_self" class="dottedlink">NonProc</a>,Field,5/23/2017 2:39 am,Dev, Two,Set,Help,&nbsp;,This field determines if the change is process or not
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4372" target="_self" class="dottedlink">Number</a>,Field,5/10/2017 2:52 pm,Nicolas Cano,Create,Record,&nbsp;,CUSTRECORD_FLO_PI_NUMBER
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4372" target="_self" class="dottedlink">Number</a>,Field,5/25/2017 6:23 am,Beverly Ucab,Change,Show In List,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4372" target="_self" class="dottedlink">Number</a>,Field,5/25/2017 6:23 am,Beverly Ucab,Change,Global Search,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4337" target="_self" class="dottedlink">only purchse</a>,Field,4/18/2017 9:06 pm,Beverly Ucab,Create,Record,&nbsp;,CUSTCOL11
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4387" target="_self" class="dottedlink">Order</a>,Field,5/23/2017 7:45 am,Beverly Ucab,Create,Record,&nbsp;,CUSTRECORD_FLO_CONTROL_ORDER
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4387" target="_self" class="dottedlink">Order</a>,Field,5/23/2017 7:46 am,Beverly Ucab,Set,Description,&nbsp;,Order of the control customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4387" target="_self" class="dottedlink">Order</a>,Field,5/23/2017 7:46 am,Beverly Ucab,Set,Help,&nbsp;,Order of the control customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4262" target="_self" class="dottedlink">Orig Target Date</a>,Field,5/23/2017 5:36 am,Carlos Banawan,Set,Help,&nbsp;,The original target date of the Weekly Status record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4262" target="_self" class="dottedlink">Orig Target Date</a>,Field,5/23/2017 5:36 am,Carlos Banawan,Set,Description,&nbsp;,The original target date of the Weekly Status record
